emp_id,first_name,last_name,dob,addr1,addr2,city,latitude,longitude,state,zip,home_phone,mobile,pager,home_email,job_title,hire_date,work_phone,work_email,reports_to,dept_num
249,Robert,Rivera,1970-01-13,6 Park Meadow Point,,Petaluma,38.4631,-122.99,CA,94975,1-(707)967-8382,1-(512)236-5035,,,Editor,2013-10-05,1-(920)390-5138,Robert.Rivera@foo.com,3,3
250,Katherine,James,1961-03-20,8800 Miller Lane,,Montgomery,32.2334,-86.2085,AL,36134,1-(334)460-6110,1-(361)426-9689,,,Sales Associate,2014-07-23,1-(208)902-0645,Katherine.James@foo.com,5,5
251,George,Freeman,1979-09-08,793 Kim Lane,Apt. C,Houston,29.8744,-95.5278,TX,77040,1-(832)722-4341,1-(713)920-5781,,,Developer III,2008-03-11,1-(202)987-4915,George.Freeman@foo.com,3,3
252,Susan,Pierce,1969-09-04,9 Schiller Alley,#1,Louisville,38.189,-85.6768,KY,40298,1-(502)823-6803,1-(559)352-8312,,,Design Engineer,2009-05-28,1-(608)156-8372,Susan.Pierce@foo.com,3,4
253,Jerry,Olson,1972-07-21,2 Mallard Avenue,,Mobile,30.6589,-88.178,AL,36628,1-(251)435-8377,1-(404)338-9602,1-(818)989-0808,,Research Assistant I,2012-07-23,1-(239)198-5317,Jerry.Olson@foo.com,3,5
254,Bobby,Fowler,1989-06-09,55 Heath Point,,Winston Salem,36.144,-80.2376,NC,27105,1-(704)398-7625,1-(754)665-0709,,,Sales Representative,2009-09-15,1-(503)440-6138,Bobby.Fowler@foo.com,4,3
255,Jean,Chapman,1965-04-24,4 Susan Parkway,Apt. A,Detroit,42.2166,-83.3532,MI,48242,1-(313)264-1815,1-(915)327-1658,,jchapman72@homestead.com,Marketing Manager,2006-06-02,1-(915)272-9324,Jean.Chapman@foo.com,4,1
256,Willie,Moreno,1961-04-21,57 Loomis Avenue,,Riverside,33.9228,-117.4867,CA,92505,1-(909)455-8389,1-(971)430-2334,,,Financial Analyst,2011-01-22,1-(862)704-0184,Willie.Moreno@foo.com,3,4
257,Beverly,Clark,1970-02-14,97532 Glacier Hill Avenue,,Washington,38.8933,-77.0146,DC,20046,1-(202)810-3661,1-(208)129-0713,,,Web Designer III,2014-11-18,1-(305)836-8453,Beverly.Clark@foo.com,3,1
258,Robert,Lee,1965-02-27,82 Hermina Crossing,Floor 2,Columbus,40.0495,-83.0669,OH,43220,1-(614)210-7147,1-(757)140-9855,,,Cost Accountant,2013-11-26,1-(402)864-2213,Robert.Lee@foo.com,5,2
259,Kimberly,Gutierrez,1958-07-17,43 Coolidge Point,,Tacoma,47.0662,-122.1132,WA,98464,1-(253)597-3610,1-(806)978-2593,,,Internal Auditor,2012-02-28,1-(772)645-5590,Kimberly.Gutierrez@foo.com,5,3
260,Jean,Wood,1966-08-06,7103 Lillian Hill,,Murfreesboro,35.8596,-86.421,TN,37131,1-(615)296-4407,1-(520)423-6099,,,Environmental Tech,2015-02-07,1-(832)718-6287,Jean.Wood@foo.com,5,5
261,Beverly,Morris,1954-07-24,32784 Buhler Street,,Toledo,41.6868,-83.4394,OH,43635,1-(419)868-8031,1-(616)641-5426,,,Environmental Tech,2011-12-31,1-(830)401-7352,Beverly.Morris@foo.com,5,3
262,Billy,Carroll,1980-11-13,8549 Southridge Alley,,Hialeah,25.9098,-80.3889,FL,33018,1-(786)287-7963,1-(860)503-2254,,,Payment Adjustment Coordinator,2007-03-01,1-(510)220-9838,Billy.Carroll@foo.com,2,1
263,Patricia,Morrison,1979-10-31,33465 Sunbrook Court,,Visalia,36.3551,-119.301,CA,93291,1-(559)768-4199,1-(210)313-9745,,,Media Manager II,2007-09-12,1-(502)879-9995,Patricia.Morrison@foo.com,4,4
264,Sandra,Alvarez,1993-07-18,6 Orin Parkway,#3,Orlando,28.3822,-81.569,FL,32830,1-(407)742-9122,1-(727)238-4521,,,Recruiting Manager,2010-09-13,1-(859)590-6685,Sandra.Alvarez@foo.com,4,3
265,Louise,Morales,1967-03-10,75207 Pankratz Lane,#2,Seattle,47.7377,-122.3431,WA,98133,1-(206)209-6987,1-(310)991-7082,,,Environmental Specialist,2014-11-16,1-(415)828-8992,Louise.Morales@foo.com,4,3
266,Henry,Moore,1983-03-31,55 Cody Court,,Tyler,32.3766,-95.1252,TX,75705,1-(903)377-3085,1-(225)506-7046,,,Junior Executive,2011-10-01,1-(920)436-8389,Henry.Moore@foo.com,1,2
267,Melissa,Murray,1987-09-27,653 Tennessee Drive,,Denver,39.6472,-105.0795,CO,80235,1-(720)602-4035,1-(415)647-8179,,,Geological Engineer,2010-11-03,1-(617)260-3456,Melissa.Murray@foo.com,1,1
268,Amy,Snyder,1974-01-04,350 Hallows Circle,,Huntington,38.4134,-82.2774,WV,25726,1-(304)441-3335,1-(850)729-5616,,,Senior Sales Associate,2013-11-13,1-(615)469-4837,Amy.Snyder@foo.com,3,2
269,Lori,Oliver,1957-06-17,0 Dottie Hill,,Pittsburgh,40.4344,-80.0248,PA,15255,1-(412)967-0477,1-(314)835-8666,,,Developer IV,2005-11-26,1-(785)410-9410,Lori.Oliver@foo.com,5,4
270,Larry,Thomas,1952-08-13,2098 Scott Road,#3,Chicago,41.993,-87.7596,IL,60646,1-(847)337-6509,1-(512)349-3861,,,Editor,2010-10-09,1-(775)769-1586,Larry.Thomas@foo.com,3,4
271,Frances,Stevens,1965-10-04,6878 Dixon Park,,Baltimore,39.2847,-76.6205,MD,21275,1-(410)155-1829,1-(850)909-3581,,,Food Chemist,2009-03-14,1-(212)694-2180,Frances.Stevens@foo.com,4,3
272,Barbara,Murphy,1977-07-24,7 Riverside Street,,South Bend,41.5968,-86.293,IN,46634,1-(574)804-3268,1-(402)807-3169,,,Clinical Specialist,2014-04-03,1-(918)482-4161,Barbara.Murphy@foo.com,3,1
273,Rachel,Walker,1969-11-01,35 Delaware Way,,Spartanburg,34.8882,-81.969,SC,29319,1-(864)830-7826,,,,Quality Engineer,2010-10-05,1-(208)611-9030,Rachel.Walker@foo.com,3,2
274,Shirley,Chapman,1984-11-18,69 Hagan Trail,,Norman,35.233,-97.4067,OK,73071,1-(405)454-9516,,,,Chemical Engineer,2009-02-08,1-(915)434-8321,Shirley.Chapman@foo.com,2,4
275,Roy,Matthews,1986-06-01,3 Center Avenue,,San Antonio,29.3494,-98.4422,TX,78235,1-(210)231-4805,1-(260)216-6257,,rmatthews7m@mapy.cz,Librarian,2015-02-09,1-(202)633-9700,Roy.Matthews@foo.com,2,3
276,Steven,Martin,1968-10-17,185 Bluejay Junction,,Norfolk,36.9312,-76.2397,VA,23520,1-(757)157-5760,1-(614)975-5778,,,Budget/Accounting Analyst I,2013-06-12,1-(719)669-8611,Steven.Martin@foo.com,1,4
277,Cheryl,Snyder,1986-10-05,9 Pond Hill,,Little Rock,34.7269,-92.344,AR,72204,1-(501)687-6690,,,csnyder7o@toplist.cz,Compensation Analyst,2009-11-11,1-(210)772-7139,Cheryl.Snyder@foo.com,5,1
278,David,Lane,1971-07-21,2633 Dahle Point,,San Francisco,37.7441,-122.4863,CA,94116,1-(415)474-9205,1-(650)661-6108,,,Sales Representative,2014-03-17,1-(315)717-3405,David.Lane@foo.com,2,3
279,Paul,Coleman,1960-05-31,32915 Shelley Terrace,#1,Jamaica,40.6914,-73.8061,NY,11470,1-(718)832-4077,1-(770)676-9757,,,Physical Therapy Assistant,2014-09-23,1-(210)263-1622,Paul.Coleman@foo.com,1,3
280,Kevin,Ramirez,1965-02-14,64450 Ruskin Street,,Fort Lauderdale,26.1625,-80.2582,FL,33320,1-(754)129-9857,1-(915)791-8117,,,Account Executive,2008-07-25,1-(812)111-7036,Kevin.Ramirez@foo.com,3,2
281,Jerry,Young,1991-11-27,6 Kensington Plaza,,Baton Rouge,30.3795,-91.1671,LA,70820,1-(225)429-0825,1-(202)410-2370,,,Legal Assistant,2012-12-11,1-(405)265-9222,Jerry.Young@foo.com,4,2
282,Amanda,Duncan,1970-02-25,802 Pond Pass,,Duluth,46.7987,-92.0946,MN,55805,1-(218)625-5454,1-(702)570-5579,,,Geologist I,2007-10-02,1-(314)691-0287,Amanda.Duncan@foo.com,4,3
283,Tina,Robinson,1976-01-23,75 Spohn Center,,Sacramento,38.6157,-121.5053,CA,95833,1-(530)852-4279,1-(818)483-0795,,,Research Assistant IV,2013-04-03,1-(215)843-9013,Tina.Robinson@foo.com,2,5
284,Bruce,Dean,1958-10-18,8 4th Parkway,#2,Irving,32.8479,-96.974,TX,75062,1-(972)358-2617,1-(574)923-6798,,,Quality Control Specialist,2006-03-02,1-(904)842-6014,Bruce.Dean@foo.com,4,3
285,Randy,Ramirez,1977-03-09,60 Sugar Way,,Tacoma,47.2061,-122.4822,WA,98417,1-(253)509-0731,1-(936)404-2379,,,Senior Sales Associate,2012-06-20,1-(907)220-7284,Randy.Ramirez@foo.com,2,1
286,Walter,Chavez,1972-07-22,597 Crest Line Avenue,,Long Beach,33.7843,-118.1157,CA,90840,1-(562)256-1399,1-(352)265-1129,,,Help Desk Operator,2012-07-17,1-(210)603-1509,Walter.Chavez@foo.com,2,3
287,Philip,Morgan,1951-10-24,74 Monica Center,,Indianapolis,39.7509,-86.1924,IN,46221,1-(317)630-1257,1-(979)417-3860,,,Internal Auditor,2014-04-20,1-(717)219-3605,Philip.Morgan@foo.com,1,5
288,Stephen,Russell,1968-02-09,68 Bluestem Point,,Winter Haven,27.981,-81.6736,FL,33884,1-(863)655-6691,1-(903)108-9947,,,Director of Sales,2008-08-20,1-(520)424-9299,Stephen.Russell@foo.com,3,3
289,Adam,Bradley,1991-04-20,9150 Orin Trail,Apt. B,Houston,29.834,-95.4342,TX,77293,1-(281)892-4538,1-(205)960-4381,,,Financial Advisor,2007-01-12,1-(415)594-4690,Adam.Bradley@foo.com,1,3
290,Aaron,Murphy,1974-05-08,7280 Arkansas Way,,Greenville,34.8497,-82.4538,SC,29610,1-(864)160-5198,1-(802)848-6397,,,Quality Control Specialist,2006-04-06,1-(334)796-1437,Aaron.Murphy@foo.com,5,4
291,Louis,Andrews,1988-02-13,87542 Merry Park,,Peoria,40.6775,-89.6263,IL,61605,1-(309)322-3108,1-(713)481-9033,,,Sales Associate,2008-02-23,1-(727)782-3555,Louis.Andrews@foo.com,4,5
292,Steven,Mason,1986-12-17,7043 Hoffman Crossing,,Newport News,37.0156,-76.4332,VA,23605,1-(757)873-2334,1-(661)500-8353,,,Editor,2008-08-09,1-(303)416-2993,Steven.Mason@foo.com,3,3
293,Paul,Ellis,1968-02-14,98 American Crossing,,Stamford,41.0516,-73.5143,CT,06922,1-(203)500-9277,,,,Project Manager,2009-11-05,1-(970)228-9643,Paul.Ellis@foo.com,1,4
294,Tammy,Holmes,1963-06-17,04691 Cardinal Drive,Apt. C,Dallas,32.7673,-96.7776,TX,75353,1-(214)539-6808,1-(303)960-8220,,,Programmer IV,2012-11-15,1-(202)729-8886,Tammy.Holmes@foo.com,5,3
295,Debra,Armstrong,1987-06-30,86270 Eagle Crest Place,,Boston,42.3253,-71.1122,MA,02163,1-(857)214-4650,1-(803)377-9554,,,Food Chemist,2011-05-16,1-(319)575-9435,Debra.Armstrong@foo.com,1,3
296,Timothy,Johnston,1976-01-30,2 Kingsford Drive,Apt. B,Bronx,40.8469,-73.7874,NY,10464,1-(917)858-4227,1-(510)863-3929,,,Cost Accountant,2013-03-01,1-(571)293-5020,Timothy.Johnston@foo.com,2,3
297,Annie,Morrison,1972-05-05,194 Merry Drive,Apt. C,El Paso,31.7705,-106.5048,TX,79968,1-(915)637-9705,1-(414)147-8681,,,Clinical Specialist,2008-02-25,1-(559)535-9117,Annie.Morrison@foo.com,4,3
298,William,Ray,1959-03-27,50073 Lien Lane,Suite 210,Jackson,32.2832,-90.2306,MS,39204,1-(601)790-4042,1-(612)957-6698,,,Administrative Assistant III,2013-08-14,1-(718)681-0976,William.Ray@foo.com,3,2
299,Joyce,Smith,1967-02-25,846 Surrey Court,,Albany,42.6149,-73.9708,NY,12232,1-(518)116-4679,1-(303)798-4068,,,Environmental Tech,2011-06-25,1-(682)788-9809,Joyce.Smith@foo.com,4,3
300,Virginia,Chavez,1951-12-02,43 Harper Hill,,Lubbock,33.61,-101.8213,TX,79491,1-(806)860-4128,1-(312)285-6118,,,Nurse,2010-02-17,1-(801)105-6619,Virginia.Chavez@foo.com,3,3
301,Virginia,Knight,1954-06-05,9425 Reinke Terrace,,Greensboro,36.0807,-80.0244,NC,27499,1-(336)148-4151,1-(512)533-9786,,,Mechanical Systems Engineer,2014-05-17,1-(616)271-0735,Virginia.Knight@foo.com,4,1
302,Evelyn,Stevens,1977-05-13,6559 Sauthoff Road,,Lexington,38.0702,-84.591,KY,40510,1-(859)208-9658,1-(325)130-2518,,,Financial Advisor,2008-12-20,1-(941)647-4068,Evelyn.Stevens@foo.com,1,2
303,Kathy,Harrison,1951-08-13,7 Twin Pines Hill,Apt. C,Dallas,32.7673,-96.7776,TX,75353,1-(214)659-9611,,,,Chief Design Engineer,2008-03-27,1-(951)801-7712,Kathy.Harrison@foo.com,5,2
304,Judy,Banks,1965-09-12,3215 Merchant Avenue,,Wilmington,34.0881,-77.8526,NC,28410,1-(910)475-8689,1-(225)130-9244,,,Marketing Assistant,2008-09-10,1-(717)312-8396,Judy.Banks@foo.com,5,1
305,Angela,Patterson,1972-07-07,1 Bultman Crossing,#3,Dayton,39.7505,-84.2686,OH,45470,1-(937)467-1552,1-(212)161-8443,,,Librarian,2006-03-03,1-(941)237-8901,Angela.Patterson@foo.com,5,3
306,Sara,Hart,1985-03-16,72688 North Avenue,Apt. A,Henderson,36.0119,-115.0433,NV,89012,1-(702)604-6139,1-(423)216-6784,,,Financial Advisor,2008-07-24,1-(321)391-6793,Sara.Hart@foo.com,4,3
307,Phillip,Morales,1967-06-12,9 West Drive,,Saint Louis,38.6171,-90.4504,MO,63131,1-(636)983-1685,1-(785)711-4906,,,Research Nurse,2013-08-31,1-(918)663-4350,Phillip.Morales@foo.com,1,1
308,Antonio,Willis,1993-06-18,240 Dryden Way,,Apache Junction,33.3616,-111.2795,AZ,85219,1-(480)679-0211,1-(325)584-2933,,,Environmental Specialist,2007-01-24,1-(806)342-3194,Antonio.Willis@foo.com,1,3
309,Victor,Baker,1958-02-08,6911 Memorial Road,#3,Canton,40.8259,-81.3399,OH,44705,1-(330)711-4622,1-(802)192-7595,,,Media Manager IV,2013-05-14,1-(440)437-4600,Victor.Baker@foo.com,4,3
310,Rose,Hernandez,1963-10-14,7 Parkside Parkway,,Indianapolis,39.849,-86.272,IN,46254,1-(317)197-5845,,,,Account Coordinator,2013-04-06,1-(904)248-8173,Rose.Hernandez@foo.com,2,5
311,Frank,Williamson,1989-12-15,732 Melvin Parkway,,Cincinnati,39.1802,-84.4204,OH,45213,1-(513)379-5050,1-(808)380-6631,,,VP Accounting,2009-08-30,1-(404)642-4822,Frank.Williamson@foo.com,1,1
312,Anthony,Burke,1974-03-30,3 Arizona Junction,,Scranton,41.4019,-75.6376,PA,18514,1-(570)802-3424,1-(682)843-3623,,,Recruiting Manager,2005-11-21,1-(513)576-6965,Anthony.Burke@foo.com,1,4
313,Andrea,Simpson,1971-01-13,1 Toban Junction,,Minneapolis,45.1907,-93.3021,MN,55448,1-(612)479-3105,1-(831)694-1840,,,Operator,2006-12-25,1-(860)668-6480,Andrea.Simpson@foo.com,3,4
314,Julie,Armstrong,1962-12-09,96 Muir Center,,Greenville,34.8497,-82.4538,SC,29610,1-(864)610-5177,1-(269)326-5604,,,Quality Engineer,2011-03-31,1-(804)732-4707,Julie.Armstrong@foo.com,1,1
315,Chris,Thomas,1961-01-12,655 Independence Lane,,Evansville,37.9971,-87.575,IN,47747,1-(812)293-6236,1-(701)712-4837,,,Professor,2010-02-23,1-(530)594-1789,Chris.Thomas@foo.com,1,2
316,Wayne,Hall,1991-05-14,0984 Golf Trail,,Miami,25.768,-80.2714,FL,33134,1-(305)138-8390,1-(423)413-3972,,,Staff Scientist,2007-02-24,1-(763)115-0334,Wayne.Hall@foo.com,2,5
3,Anna,Lane,1985-03-27,8234 Warbler Park,,Colorado Springs,38.8152,-104.7703,CO,80910,1-(719)724-3261,1-(281)841-8296,,,VP Product Management,2007-09-20,1-(510)274-1596,Anna.Lane@foo.com,4,3
318,Paul,Rodriguez,1973-07-04,90 Manufacturers Street,#2,Allentown,40.6934,-75.4712,PA,18105,1-(610)350-1043,1-(419)301-2999,,,Junior Executive,2009-11-10,1-(301)369-4523,Paul.Rodriguez@foo.com,2,3
319,Daniel,Chavez,1955-07-28,164 Loftsgordon Trail,,Springfield,39.7495,-89.606,IL,62705,1-(217)313-4644,1-(804)714-2112,,,Director of Sales,2011-07-03,1-(616)510-7817,Daniel.Chavez@foo.com,2,2
320,Bobby,Lawrence,1993-03-12,6 Washington Hill,,Saint Paul,45.071,-92.9391,MN,55115,1-(952)308-1107,1-(701)454-2518,,,VP Quality Control,2009-02-04,1-(202)756-5449,Bobby.Lawrence@foo.com,2,5
321,Maria,Harrison,1992-11-29,58 Thierer Hill,,Mobile,30.6589,-88.178,AL,36641,1-(251)737-4765,1-(719)842-0712,,,Recruiting Manager,2011-06-11,1-(315)882-4789,Maria.Harrison@foo.com,5,2
322,Doris,Jacobs,1953-09-07,08976 Northwestern Trail,,Fort Wayne,41.0938,-85.0707,IN,46862,1-(260)693-5215,,,,Graphic Designer,2010-04-22,1-(202)165-8517,Doris.Jacobs@foo.com,1,1
323,Karen,Williams,1975-01-06,04892 Browning Avenue,,Trenton,40.2418,-74.6962,NJ,08619,1-(609)601-3596,1-(803)275-2860,,,Director of Sales,2010-10-02,1-(510)269-9587,Karen.Williams@foo.com,5,4
4,Margaret,Hunter,1957-07-02,2438 Porter Street,,Denver,39.7388,-104.4083,CO,80243,1-(303)294-1060,1-(612)315-7393,,,VP Marketing,2012-11-13,1-(910)863-3437,Margaret.Hunter@foo.com,4,1
325,Stephen,Welch,1982-05-10,7 Westport Center,,Metairie,30.0005,-90.1331,LA,70005,1-(504)766-6024,1-(703)480-8627,,,Clinical Specialist,2006-05-16,1-(714)960-3371,Stephen.Welch@foo.com,4,2
326,Teresa,Gonzalez,1958-04-13,5738 Wayridge Junction,,Jacksonville,30.3584,-81.692,FL,32209,1-(904)205-8788,,,,Professor,2011-12-14,1-(281)365-0728,Teresa.Gonzalez@foo.com,1,5
327,Randy,Olson,1984-05-02,82192 Coleman Parkway,,Kansas City,39.035,-94.3567,MO,64187,1-(816)398-1981,1-(304)927-1649,,,Physical Therapy Assistant,2006-08-22,1-(754)959-9143,Randy.Olson@foo.com,4,5
328,Barbara,Graham,1979-01-20,84 Lien Circle,#1,Sacramento,38.3774,-121.4444,CA,94263,1-(916)784-3820,1-(917)132-1021,,,Cost Accountant,2009-11-09,1-(682)616-4902,Barbara.Graham@foo.com,2,4
329,Mark,Mason,1953-07-10,226 Messerschmidt Court,Suite 210,Birmingham,33.5225,-86.8094,AL,35263,1-(205)237-8066,,,,Research Assistant IV,2014-10-02,1-(602)569-5204,Mark.Mason@foo.com,2,3
330,George,Ramirez,1959-01-02,932 Mariners Cove Park,,Brockton,41.9705,-70.7014,MA,02305,1-(508)304-8688,1-(202)632-6184,,,Graphic Designer,2006-06-14,1-(763)303-9926,George.Ramirez@foo.com,1,3
331,Marilyn,Alexander,1988-04-11,137 Merry Center,,Pasadena,29.6518,-95.1464,TX,77505,1-(281)658-3807,1-(260)881-6897,,,Cost Accountant,2013-07-04,1-(505)646-2848,Marilyn.Alexander@foo.com,5,3
332,Judith,Morris,1968-03-04,74 Hanover Lane,,Washington,38.9164,-76.9948,DC,20397,1-(202)868-9962,1-(202)111-5605,,,Staff Scientist,2010-11-19,1-(520)589-6538,Judith.Morris@foo.com,4,2
333,Fred,Ryan,1953-04-20,03802 Corscot Drive,,Tucson,31.9701,-111.8907,AZ,85754,1-(520)478-2376,1-(517)285-3725,,,Teacher,2013-04-13,1-(361)911-3954,Fred.Ryan@foo.com,1,3
334,William,Thompson,1950-11-21,648 Johnson Junction,,Duluth,46.8147,-92.1998,MN,55811,1-(218)767-6311,1-(718)145-6988,,,Payment Adjustment Coordinator,2009-11-24,1-(916)465-3266,William.Thompson@foo.com,2,3
335,Chris,Gibson,1989-11-11,66834 Buhler Court,,Cheyenne,41.1084,-104.8107,WY,82007,1-(307)636-2746,1-(626)567-7520,,,Food Chemist,2009-04-22,1-(704)583-6103,Chris.Gibson@foo.com,1,3
336,Eric,Gilbert,1968-04-12,5 1st Drive,,Jamaica,40.6914,-73.8061,NY,11470,1-(917)230-5457,1-(323)313-8764,,,Biostatistician II,2014-07-26,1-(701)970-6548,Eric.Gilbert@foo.com,1,5
337,Catherine,Kelly,1975-10-29,325 Loomis Way,,Fort Myers,26.5228,-81.7065,FL,33913,1-(239)789-1183,1-(405)634-7063,,,Accounting Assistant I,2012-10-21,1-(205)466-3826,Catherine.Kelly@foo.com,2,5
338,Kevin,Spencer,1970-04-15,8 Nelson Road,,Louisville,38.189,-85.6768,KY,40293,1-(502)227-4589,1-(502)843-0996,,,Marketing Assistant,2014-07-12,1-(319)963-6354,Kevin.Spencer@foo.com,2,2
339,Jeremy,Chapman,1952-06-29,58 Onsgard Circle,#1,Memphis,35.0981,-89.9825,TN,38114,1-(901)133-3417,1-(757)290-3307,,,Design Engineer,2013-11-30,1-(619)748-8419,Jeremy.Chapman@foo.com,5,4
340,Arthur,Simmons,1966-04-23,791 Lakewood Junction,,Wilmington,39.8188,-75.5064,DE,19810,1-(302)424-5509,1-(305)823-1216,,,Senior Editor,2012-01-24,1-(281)705-6112,Arthur.Simmons@foo.com,5,5
341,Martin,Hudson,1980-08-01,713 David Pass,,Orlando,28.5559,-81.3535,FL,32803,1-(407)205-1957,1-(971)145-8860,,,Senior Editor,2010-04-06,1-(915)206-1238,Martin.Hudson@foo.com,1,3
342,Teresa,Schmidt,1961-11-12,56430 Arizona Circle,,San Diego,33.0169,-116.846,CA,92176,1-(619)459-5491,1-(251)433-9550,,tschmidt9h@ocn.ne.jp,Accountant IV,2007-09-04,1-(915)827-7458,Teresa.Schmidt@foo.com,2,5
343,Teresa,Rogers,1971-08-30,72326 Doe Crossing Junction,Apt. B,Raleigh,35.8887,-78.6393,NC,27615,1-(919)560-6684,1-(682)165-7932,,,Web Designer IV,2007-01-22,1-(813)828-2500,Teresa.Rogers@foo.com,5,4
344,Donna,George,1993-09-16,29194 Cascade Parkway,,Abilene,32.4665,-99.7117,TX,79699,1-(325)139-0766,1-(806)353-7044,,,Compensation Analyst,2008-10-11,1-(704)242-5819,Donna.George@foo.com,1,1
345,Willie,Flores,1968-08-25,4 Johnson Lane,,Torrance,33.8106,-118.3507,CA,90505,1-(310)560-9324,,,,Assistant Manager,2007-08-28,1-(661)231-3152,Willie.Flores@foo.com,516,2
346,Helen,Thompson,1979-03-29,38 Luster Place,#1,Tampa,28.06,-82.4079,FL,33620,1-(813)145-7177,1-(214)564-3188,,,Internal Auditor,2014-08-09,1-(212)971-9139,Helen.Thompson@foo.com,2,5
347,Jack,Sims,1989-04-26,966 Schlimgen Trail,,Santa Cruz,36.9959,-122.0578,CA,95064,1-(831)429-6258,1-(619)867-1544,,,Professor,2007-01-12,1-(713)185-6467,Jack.Sims@foo.com,5,1
348,Julie,Lopez,1971-12-31,1268 Ryan Terrace,,Anaheim,33.8356,-117.9132,CA,92825,1-(714)935-0336,1-(281)830-0102,,,Database Administrator IV,2015-09-15,1-(727)533-4939,Julie.Lopez@foo.com,1,4
349,Tammy,Romero,1974-05-29,03472 Washington Pass,,Atlanta,33.8444,-84.474,GA,30386,1-(404)664-2253,1-(646)775-5917,,,Director of Sales,2007-08-04,1-(714)571-5253,Tammy.Romero@foo.com,4,5
350,Andrea,Clark,1987-01-30,67 Spenser Place,,Fort Myers,26.5228,-81.7065,FL,33913,1-(239)630-7750,1-(404)787-0834,,,Executive Secretary,2009-12-16,1-(402)656-2489,Andrea.Clark@foo.com,4,3
351,Michelle,Scott,1957-07-02,6603 Maple Terrace,,Trenton,40.2805,-74.712,NJ,08650,1-(609)876-6572,1-(915)218-4470,,,Engineer III,2013-12-31,1-(540)357-1005,Michelle.Scott@foo.com,4,5
352,Paula,Alvarez,1956-10-23,20290 David Road,,Richmond,37.5593,-77.4471,VA,23203,1-(804)637-1663,1-(617)900-6402,,,Computer Systems Analyst I,2012-05-03,1-(518)114-7513,Paula.Alvarez@foo.com,1,2
353,Judith,Mccoy,1969-11-16,12 South Street,,Albany,42.6853,-73.8253,NY,12222,1-(518)614-3608,1-(916)269-4188,,,Structural Analysis Engineer,2008-10-26,1-(225)398-1207,Judith.Mccoy@foo.com,5,1
354,Brian,Boyd,1953-04-06,9 Mosinee Road,,Anaheim,33.817,-117.9286,CA,92812,1-(714)666-7515,1-(662)655-7151,,,Biostatistician I,2009-04-13,1-(785)344-1180,Brian.Boyd@foo.com,4,1
355,Phillip,Lee,1968-04-08,49 La Follette Place,,Pasadena,33.7866,-118.2987,CA,91125,1-(626)720-6641,1-(262)532-4176,,,Software Consultant,2015-07-13,1-(717)472-9994,Phillip.Lee@foo.com,4,2
1,Ruth,Shaw,1992-06-05,820 Lyons Road,Apt. A,Glendale,33.7866,-118.2987,CA,91210,1-(818)903-3989,1-(907)937-8589,,,VP Sales,2013-02-07,1-(608)811-5018,Ruth.Shaw@foo.com,3,1
357,Lisa,Jenkins,1952-12-08,8603 Morning Terrace,,Manchester,42.9521,-71.6539,NH,03105,1-(603)244-8512,1-(603)125-7077,,,Executive Secretary,2008-01-19,1-(919)891-0408,Lisa.Jenkins@foo.com,3,1
358,Christine,Davis,1963-06-01,4 Bunting Terrace,,Los Angeles,33.9631,-118.3941,CA,90045,1-(213)935-9699,1-(831)392-6482,,,Teacher,2010-03-20,1-(406)706-5603,Christine.Davis@foo.com,1,5
359,Amy,Perkins,1973-10-01,9682 American Avenue,,Little Rock,34.6725,-92.3529,AR,72209,1-(501)682-3812,1-(518)762-5092,,,Database Administrator I,2013-09-05,1-(202)479-5211,Amy.Perkins@foo.com,1,5
360,Willie,Ramos,1986-07-31,99232 Glendale Trail,Apt. A,Denver,39.7388,-104.4083,CO,80270,1-(303)486-2355,1-(971)750-4415,,,Help Desk Technician,2012-09-27,1-(404)702-6887,Willie.Ramos@foo.com,3,1
361,Catherine,Ford,1972-10-20,60431 Hoffman Terrace,,Lexington,38.0283,-84.4715,KY,40596,1-(859)840-1784,,,,Nurse Practicioner,2013-02-25,1-(702)880-5782,Catherine.Ford@foo.com,1,4
362,Ralph,Schmidt,1956-10-12,36939 Karstens Street,Floor 2,Houston,29.834,-95.4342,TX,77206,1-(713)232-3191,1-(423)161-1975,,,Pharmacist,2006-03-05,1-(504)625-2414,Ralph.Schmidt@foo.com,3,3
363,Stephen,Stewart,1985-05-28,70 American Court,,Knoxville,35.9924,-84.1201,TN,37931,1-(865)604-7743,1-(501)512-7198,,,Information Systems Manager,2007-06-12,1-(857)806-0240,Stephen.Stewart@foo.com,1,5
364,Jonathan,Wallace,1968-07-24,59553 Hallows Drive,#1,El Paso,31.6948,-106.3,TX,79950,1-(915)493-0882,1-(904)453-6076,,,Staff Accountant II,2011-08-16,1-(414)125-3828,Jonathan.Wallace@foo.com,2,3
365,Douglas,Rice,1957-03-24,3892 Packers Crossing,Apt. C,Pompano Beach,26.1457,-80.4483,FL,33075,1-(754)328-2219,1-(813)112-8248,,,Account Executive,2012-02-22,1-(713)291-0643,Douglas.Rice@foo.com,2,1
366,Joan,Moreno,1967-09-06,69 Elgar Drive,,Eugene,44.0185,-123.0998,OR,97405,1-(541)960-0485,1-(404)202-4271,,,Environmental Tech,2007-08-13,1-(561)117-9739,Joan.Moreno@foo.com,1,4
